operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory,driver_id
0,5,default_vehtype,boarding,True,180,210,2966;-1;-1,2966;-1;-1,0.0,0.916309922773969,0.916309922773969,0,,0,0;1,2,0;1,,,,6
1,2,default_vehtype,route,False,300,404.9151342727892,2967;-1;-1,2970;-1;-1,1260.6748435775457,0.5435646498507704,0.5434385823664126,0.0,,0,,0,,,2967;3896;6788;5444;1716;2720;4210;1711;98;2497;7434;2760;542;1074;336;2759;1664;1659;4844;3270;4850;6823;1946;7401;3560;2970,2967:300;3896:306.0795464347745;6788:307.3465304347745;5444:317.8829384347745;1716:320.6732984347745;2720:321.4199384347745;4210:322.3182104347745;1711:323.44789043477454;98:332.06369843477455;2497:333.57433043477454;7434:340.78217843477455;2760:347.3207144347746;542:354.84881843477456;1074:355.78222643477454;336:356.80534643477455;2759:361.53531443477453;1664:364.78921043477453;1659:369.54877043477455;4844:381.82129043477454;3270:383.69437043477456;4850:389.24749043477453;6823:396.72781043477454;1946:400.98109043477456;7401:402.1801304347746;3560:403.2556904347746;2970:404.9151342727892,3
0,6,default_vehtype,boarding,True,360,390.0,2982;-1;-1,2982;-1;-1,0.0,0.7724415914984484,0.7724415914984484,0.0,,0,3,1,3,,,,7
1,9,default_vehtype,boarding,True,360,390.0,2977;-1;-1,2977;-1;-1,0.0,0.8229470565333281,0.8229470565333281,0.0,,0,4,1,4,,,,10
1,9,default_vehtype,route,False,390,403.47694671413734,2977;-1;-1,2983;-1;-1,112.30788928447757,0.8229470565333281,0.8229358257443997,0.0,,0,4,1,,,2977;6202;7315;2983,2977:390;6202:393.8930921031118;7315:400.78841210311185;2983:403.47694671413734,10
1,2,default_vehtype,boarding,True,404.9151342727892,434.9151342727892,2970;-1;-1,2970;-1;-1,0.0,0.5434385823664126,0.5434385823664126,0,,0,2,1,2,,,,3
1,9,default_vehtype,boarding,True,403.47694671413734,433.47694671413734,2983;-1;-1,2983;-1;-1,0.0,0.8229358257443997,0.8229358257443997,0,,0,4,1,,4,,,10
0,5,default_vehtype,route,False,210.0,488.9138289902776,2966;-1;-1,2988;-1;-1,2634.732771078847,0.916309922773969,0.9160464494968612,0.0,,0,0;1,2,,,2966;2743;2631;2150;735;738;1096;3736;81;831;2413;1146;832;1880;1340;3638;3641;7177;5275;5297;5072;1464;2847;5825;4587;5794;3202;2065;2023;4203;4198;1071;1070;1069;1067;1504;4396;710;2281;4664;6260;3300;1832;708;6180;2405;6169;2744;2567;2576;3077;3241;88;2758;2742;2448;2353;6140;7386;3742;7100;6318;737;6639;2446;2301;1992;1990;1988;1985;3729;5498;5496;5699;5494;6307;374;7114;3246;5330;661;445;6080;7381;364;3029;69;30;3346;2832;2207;2988,2966:210;2743:217.84382829039959;2631:221.85525686182817;2150:238.78554257611387;735:249.2677140046853;738:255.43554257611387;1096:264.9745140046853;3736:265.2375300046853;81:269.0864340046853;831:279.9330180046853;2413:280.92071400468535;1146:281.73409800468534;832:282.54251400468536;1880:285.14020200468536;1340:296.6730180046854;3638:297.6594900046854;3641:298.7230740046854;7177:302.30147400468536;5275:306.8107620046854;5297:310.18957800468536;5072:310.41983400468536;1464:317.36034600468537;2847:318.4310580046854;5825:321.32970600468536;4587:323.61001800468534;5794:325.2301620046853;3202:329.3515140046853;2065:334.4957700046853;2023:340.05409800468533;4203:340.85488200468535;4198:341.83653000468536;1071:342.83905800468534;1070:357.3023460046853;1069:358.04063400468533;1067:360.70269000468534;1504:365.15646600468534;4396:365.38276200468533;710:365.93341800468534;2281:366.93911400468534;4664:370.81710600468534;6260:371.26300200468535;3300:371.86211400468534;1832:374.6523300046853;708:375.1913940046853;6180:375.6148260046853;2405:377.8372260046853;6169:381.3143460046853;2744:385.9149060046853;2567:387.7578660046853;2576:396.2464260046853;3077:398.3790660046853;3241:401.50794600468527;88:403.4347860046853;2758:405.3982260046853;2742:405.80466600468526;2448:408.99030600468524;2353:415.1911860046852;6140:420.3622260046852;7386:421.70466600468524;3742:429.36366600468523;7100:429.90330600468525;6318:430.3813860046852;737:431.29710600468525;6639:433.14630600468524;2446:434.71758600468524;2301:437.0146260046852;1992:438.0396660046852;1990:439.7365860046852;1988:442.1905860046852;1985:445.7123460046852;3729:448.0597860046852;5498:449.4571860046852;5496:452.3644260046852;5699:453.06186600468516;5494:454.1656260046852;6307:454.38246600468517;374:462.68346600468516;7114:464.89847400468517;3246:466.03629000468516;5330:466.78386600468514;661:467.77530600468515;445:470.80499400468517;6080:473.62840200468514;7381:474.03729000468513;364:474.47267400468513;3029:476.4968820046851;69:480.62916771897085;30:484.7614534332566;3346:486.78566143325656;2832:487.22104543325656;2207:487.62993343325655;2988:488.9138289902776,6
0,5,default_vehtype,boarding,True,488.9138289902776,518.9138289902776,2988;-1;-1,2988;-1;-1,0.0,0.9160464494968612,0.9160464494968612,0.0,,0,0;1,2,,0,,,6
0,5,default_vehtype,route,False,518.9138289902776,556.3414221225929,2988;-1;-1,2973;-1;-1,519.8276823932699,0.9160464494968612,0.9159944667286218,0.0,,0,1,1,,,2988;3447;6082;7383;364;3029;3886;5711;6045;2157;4817;456;5901;7605;2830;1420;1084;2973,2988:518.9138289902776;3447:520.4533414332566;6082:523.2767494332566;7383:523.6856374332566;364:524.1210214332566;3029:526.1452294332566;3886:526.6432534332566;5711:529.1828374332566;6045:530.5771174332566;2157:534.7656454332566;4817:535.2424294332566;456:535.8573094332565;5901:536.6128774332566;7605:540.0845734332565;2830:540.3139654332565;1420:552.0190774332565;1084:555.5540614332565;2973:556.3414221225929,6
0,5,default_vehtype,boarding,True,556.3414221225929,586.3414221225929,2973;-1;-1,2973;-1;-1,0.0,0.9159944667286218,0.9159944667286218,0.0,,0,1,1,,1,,,6
0,6,default_vehtype,route,False,390.0,548.1393886097674,2982;-1;-1,2980;-1;-1,1274.3900625592087,0.7724415914984484,0.7723141524921924,0.0,,0,3,1,,,2982;2809;4365;7288;1182;1001;6296;1434;3820;3877;2787;4993;6537;7281;2307;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;1743;1157;2058;2092;915;2980,2982:390;2809:395.7009673454251;4365:403.2820873454251;7288:404.4052873454251;1182:405.3222073454251;1001:410.6133673454251;6296:412.97268734542513;1434:418.9317673454251;3820:424.0404073454251;3877:425.94828734542506;2787:434.7408073454251;4993:435.7898473454251;6537:441.5896873454251;7281:447.4248073454251;2307:450.9435673454251;3549:456.5808073454251;6384:456.8426473454251;4032:460.0642873454251;1804:460.9801993454251;4811:462.6628393454251;5237:467.4033193454251;608:476.2693993454251;459:476.5991593454251;2416:478.8127993454251;4011:479.4769273454251;5246:485.4020953454251;363:492.3107833454251;366:493.7158633454251;2314:494.8607353454251;2877:508.0318393454251;1748:509.1503593454251;1743:516.9047593454251;1157:521.6439022025679;2058:527.4337307739964;2092:530.8228736311393;915:535.9410450597106;2980:548.1393886097674,7
0,6,default_vehtype,boarding,True,548.1393886097674,578.1393886097674,2980;-1;-1,2980;-1;-1,0.0,0.7723141524921924,0.7723141524921924,0.0,,0,3,1,,3,,,7
1,2,default_vehtype,route,False,434.9151342727892,606.5516174050668,2970;-1;-1,2987;-1;-1,1834.4631759372726,0.5434385823664126,0.5432551360488188,0.0,,0,2,1,,,2970;671;662;7398;3491;6933;7394;6989;7392;5704;7389;3806;2573;885;316;2042;1982;6306;374;7114;3246;5330;661;445;6080;7381;364;3029;3886;5711;6045;2157;4817;456;5901;7605;2830;1420;1084;7357;2826;2827;4225;2987,2970:434.9151342727892;671:435.94525043477455;662:458.39497043477456;7398:461.9142104347746;3491:468.2389304347746;6933:469.1506904347746;7394:474.5122904347746;6989:475.1066504347746;7392:484.3177304347746;5704:486.6828104347746;7389:501.22105043477455;3806:505.28545043477453;2573:506.3534504347745;885:506.9568104347745;316:513.7839704347746;2042:524.5224104347745;1982:525.2851304347745;6306:525.5019704347745;374:533.8029704347746;7114:536.0179784347746;3246:537.1557944347746;5330:537.9033704347746;661:538.8948104347746;445:541.9244984347746;6080:544.7479064347746;7381:545.1567944347746;364:545.5921784347746;3029:547.6163864347747;3886:548.1144104347746;5711:550.6539944347746;6045:552.0482744347746;2157:556.2368024347746;4817:556.7135864347746;456:557.3284664347746;5901:558.0840344347746;7605:561.5557304347745;2830:561.7851224347745;1420:573.4902344347745;1084:577.0252184347745;7357:581.6097464347745;2826:590.8190504347745;2827:600.0283544347744;4225:604.6128824347744;2987:606.5516174050668,3
1,2,default_vehtype,boarding,True,606.5516174050668,636.5516174050668,2987;-1;-1,2987;-1;-1,0.0,0.5432551360488188,0.5432551360488188,0.0,,0,2,1,,2,,,3
1,9,default_vehtype,boarding,True,660,690,2983;-1;-1,2983;-1;-1,0.0,0.8229358257443997,0.8229358257443997,0,,0,5,1,5,,,,10
1,9,default_vehtype,route,False,690,767.7585747541395,2983;-1;-1,2985;-1;-1,660.4731749798569,0.8229358257443997,0.8228697784269017,0.0,,0,5,1,,,2983;7527;2803;7558;2806;4344;2996;3013;7322;2804;3061;1173;3425;4304;793;118;3979;2985,2983:690;7527:694.5269453889745;2803:702.0819053889745;7558:709.4769053889745;2806:717.3107453889745;4344:718.5137453889745;2996:720.5572253889745;3013:725.3423453889745;7322:729.3529853889745;2804:732.6797453889745;3061:739.3477853889746;1173:744.9461453889745;3425:746.1291053889745;4304:747.5314253889745;793:759.6469853889745;118:765.5112653889745;3979:767.3618093889745;2985:767.7585747541395,10
1,9,default_vehtype,boarding,True,767.7585747541395,797.7585747541395,2985;-1;-1,2985;-1;-1,0.0,0.8228697784269017,0.8228697784269017,0,,0,5,1,,5,,,10
0,1,default_vehtype,route,False,840.0,860.8907075530442,2992;-1;-1,2993;-1;-1,290.1487160145031,0.6917207594128889,0.6916917445412875,0.0,,0,,0,,,2992;2526;3895;5465;7450;2993,2992:840;2526:849.2022475349454;3895:850.4692315349454;5465:858.0011515349454;7450:858.9853915349454;2993:860.8907075530442,2
0,1,default_vehtype,boarding,True,860.8907075530442,890.8907075530442,2993;-1;-1,2993;-1;-1,0.0,0.6916917445412875,0.6916917445412875,0.0,,0,6,1,6,,,,2
1,8,default_vehtype,route,False,900.0,999.876609038653,2978;-1;-1,2976;-1;-1,781.3173610363948,0.9458865003910399,0.9458083686549363,0.0,,0,,0,,,2978;4103;4326;7286;1218;7334;7010;820;7498;276;2915;2661;7517;6201;7314;7529;2803;7558;2806;4344;1199;1204;7329;2976,2978:900;4103:902.6189566950277;4326:907.9101166950277;7286:908.8270366950277;1218:909.9502366950277;7334:917.5313566950277;7010:920.4388366950277;820:922.4197966950277;7498:922.8877966950276;276:922.9993966950276;2915:934.3453966950276;2661:941.5787566950276;7517:948.8907166950275;6201:949.7518366950276;7314:956.6471566950275;7529:963.8626366950275;2803:971.4175966950276;7558:978.8125966950275;2806:986.6464366950275;4344:987.8494366950275;1199:991.8397795521704;1204:995.8301224093133;7329:997.0331224093133;2976:999.876609038653,9
1,9,default_vehtype,route,False,900.0,983.8384785317231,2985;-1;-1,2977;-1;-1,713.3009357356655,0.8228697784269017,0.8227984483333282,0.0,,0,,0,,,2985;1140;880;3109;3874;4306;429;4313;68;7318;7325;3011;4;4345;7330;7562;7316;7531;2802;2977,2985:900;1140:900.194570634835;880:900.785906634835;3109:902.636450634835;3874:908.500730634835;4306:920.616290634835;429:922.018610634835;4313:923.201570634835;68:928.7999306348349;7318:935.467970634835;7325:938.794730634835;3011:942.805370634835;4:947.590490634835;4345:949.633970634835;7330:950.836970634835;7562:958.670810634835;7316:966.065810634835;7531:973.620770634835;2802:980.836250634835;2977:983.8384785317231,10
